squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price,category
64720.0,75.0,1,0.0,18.0,37108.0,7.0,9.0,1990.0,0.0,1.0,5702.0,8093.0,453.0,1.0,7.0,6478034.0,Basic
22459.0,63.0,0,0.0,14.0,95372.0,1.0,8.0,1991.0,0.0,1.0,8836.0,6953.0,727.0,1.0,9.0,2246811.1,Basic
96791.0,17.0,0,0.0,63.0,33275.0,1.0,7.0,2009.0,0.0,1.0,1240.0,3504.0,383.0,1.0,8.0,9680369.9,Basic
23608.0,21.0,0,0.0,31.0,1588.0,1.0,3.0,1995.0,1.0,1.0,6410.0,6388.0,720.0,0.0,5.0,2364456.5,Basic
13688.0,9.0,0,0.0,19.0,30657.0,3.0,4.0,1991.0,0.0,0.0,6489.0,8277.0,117.0,0.0,10.0,1369377.1,Basic
72070.0,75.0,0,1.0,98.0,62777.0,1.0,3.0,1999.0,1.0,0.0,2666.0,130.0,316.0,0.0,2.0,7220918.9,Basic
86607.0,8.0,1,0.0,98.0,59770.0,3.0,3.0,2017.0,1.0,0.0,5389.0,1169.0,381.0,0.0,0.0,8669030.7,Basic
95817.0,97.0,0,1.0,25.0,80904.0,3.0,5.0,1995.0,0.0,1.0,6697.0,8898.0,840.0,1.0,7.0,9588183.5,Basic
3506.0,14.0,0,1.0,51.0,81835.0,7.0,2.0,1991.0,1.0,1.0,4712.0,2468.0,310.0,0.0,8.0,356564.1,Basic
37448.0,19.0,1,0.0,67.0,79338.0,8.0,7.0,1997.0,1.0,0.0,1605.0,6205.0,680.0,1.0,0.0,3751951.7,Basic
36988.0,97.0,0,1.0,87.0,159.0,1.0,9.0,2007.0,1.0,1.0,7454.0,1792.0,546.0,1.0,2.0,3705539.7,Basic
998.0,21.0,0,1.0,90.0,12859.0,6.0,5.0,2008.0,0.0,0.0,8604.0,482.0,348.0,0.0,9.0,104702.8,Basic
9493.0,57.0,0,0.0,27.0,41814.0,10.0,1.0,2009.0,1.0,1.0,9660.0,5182.0,241.0,0.0,7.0,951804.9,Basic
72370.0,81.0,0,0.0,89.0,73512.0,7.0,10.0,2003.0,1.0,1.0,4618.0,6540.0,856.0,1.0,10.0,7242934.3,Basic
73049.0,92.0,0,0.0,65.0,49904.0,6.0,3.0,2005.0,1.0,0.0,7064.0,2714.0,568.0,1.0,5.0,7306250.5,Basic
91370.0,11.0,1,1.0,6.0,58665.0,10.0,9.0,2009.0,0.0,1.0,2687.0,3960.0,565.0,1.0,8.0,9146210.9,Basic
55045.0,75.0,0,1.0,30.0,52898.0,3.0,4.0,2004.0,1.0,1.0,5733.0,8521.0,464.0,0.0,9.0,5511210.4,Basic
17989.0,9.0,1,0.0,11.0,72938.0,8.0,5.0,2017.0,0.0,0.0,5679.0,2420.0,172.0,1.0,3.0,1802630.7,Basic
53749.0,61.0,1,1.0,1.0,53430.0,8.0,9.0,1997.0,1.0,0.0,2336.0,9857.0,969.0,0.0,0.0,5381679.7,Luxury
32694.0,26.0,0,1.0,60.0,47126.0,6.0,9.0,2009.0,1.0,0.0,1421.0,9858.0,635.0,0.0,6.0,3274621.9,Basic
24261.0,91.0,1,1.0,44.0,60269.0,6.0,7.0,2003.0,0.0,1.0,7476.0,2074.0,678.0,0.0,5.0,2437565.3,Basic
27394.0,93.0,1,1.0,66.0,19449.0,1.0,5.0,2012.0,1.0,0.0,9345.0,6623.0,959.0,1.0,7.0,2754889.2,Luxury
99432.0,56.0,1,0.0,36.0,60224.0,4.0,4.0,2015.0,0.0,0.0,6843.0,853.0,591.0,1.0,3.0,9947325.5,Basic
67229.0,17.0,0,0.0,18.0,89933.0,2.0,10.0,2016.0,1.0,0.0,7856.0,4026.0,754.0,0.0,6.0,6725201.6,Basic
89186.0,28.0,0,0.0,5.0,41160.0,5.0,1.0,2021.0,0.0,0.0,5759.0,4724.0,283.0,1.0,4.0,8919497.1,Basic
93313.0,100.0,1,0.0,66.0,89033.0,5.0,10.0,2018.0,1.0,1.0,2702.0,6408.0,809.0,0.0,10.0,9338654.8,Basic
53671.0,16.0,1,0.0,95.0,6249.0,9.0,10.0,2017.0,1.0,1.0,5731.0,5941.0,139.0,0.0,3.0,5378022.7,Basic
62318.0,43.0,1,0.0,29.0,1559.0,2.0,5.0,2007.0,0.0,0.0,4844.0,7082.0,281.0,0.0,10.0,6235136.7,Basic
79422.0,52.0,1,1.0,4.0,29335.0,9.0,3.0,1995.0,0.0,0.0,2686.0,4901.0,305.0,0.0,0.0,7952304.5,Basic
11093.0,5.0,0,1.0,71.0,4151.0,4.0,2.0,1997.0,1.0,1.0,8059.0,136.0,287.0,1.0,0.0,1117189.7,Basic
23321.0,35.0,1,0.0,37.0,32589.0,1.0,2.0,1991.0,0.0,0.0,7618.0,1182.0,253.0,0.0,5.0,2335697.1,Basic
19198.0,90.0,0,0.0,46.0,85650.0,7.0,8.0,2003.0,0.0,1.0,2995.0,9882.0,918.0,1.0,10.0,1921930.3,Basic
78216.0,45.0,1,1.0,89.0,63484.0,1.0,6.0,2010.0,1.0,1.0,2643.0,4018.0,351.0,0.0,6.0,7832429.0,Luxury
14750.0,30.0,1,0.0,12.0,18525.0,7.0,9.0,2014.0,1.0,1.0,5905.0,6651.0,643.0,1.0,8.0,1478391.4,Basic
61098.0,27.0,0,1.0,48.0,17649.0,1.0,8.0,2008.0,0.0,0.0,2276.0,1500.0,459.0,0.0,3.0,6115352.8,Basic
63111.0,36.0,1,0.0,89.0,58910.0,3.0,9.0,1996.0,0.0,0.0,7826.0,1247.0,630.0,0.0,0.0,6314137.6,Basic
43250.0,2.0,0,1.0,55.0,36266.0,9.0,7.0,2019.0,1.0,0.0,6059.0,730.0,851.0,1.0,7.0,4334802.9,Basic
88168.0,94.0,1,1.0,57.0,51193.0,4.0,2.0,2020.0,1.0,1.0,973.0,5640.0,953.0,1.0,9.0,8825815.0,Luxury
37506.0,88.0,0,0.0,94.0,32364.0,2.0,7.0,2016.0,1.0,1.0,4468.0,406.0,172.0,0.0,7.0,3753651.6,Basic
64269.0,77.0,0,0.0,26.0,33938.0,2.0,2.0,2000.0,0.0,0.0,5225.0,47.0,606.0,1.0,9.0,6428786.0,Basic
7490.0,71.0,1,0.0,3.0,5362.0,9.0,10.0,1996.0,1.0,0.0,4328.0,6142.0,121.0,0.0,6.0,753009.6,Basic
97121.0,98.0,0,1.0,100.0,83849.0,10.0,8.0,2012.0,1.0,1.0,5700.0,6810.0,956.0,1.0,1.0,9717727.2,Basic
14185.0,3.0,1,0.0,94.0,76994.0,6.0,7.0,2002.0,1.0,1.0,5155.0,5381.0,799.0,1.0,3.0,1422531.2,Basic
86682.0,12.0,0,0.0,80.0,1763.0,1.0,4.0,1996.0,1.0,0.0,2126.0,8586.0,654.0,0.0,8.0,8674009.6,Basic
34282.0,24.0,1,0.0,94.0,8087.0,9.0,9.0,1991.0,0.0,0.0,7021.0,8695.0,971.0,1.0,3.0,3440156.1,Basic
89022.0,48.0,1,0.0,44.0,15308.0,4.0,10.0,2004.0,0.0,1.0,4759.0,5470.0,123.0,0.0,1.0,8904794.4,Basic
91543.0,6.0,1,0.0,77.0,55027.0,5.0,9.0,2013.0,1.0,0.0,1902.0,9331.0,211.0,1.0,0.0,9166876.3,Basic
54993.0,22.0,1,0.0,70.0,17168.0,6.0,2.0,2017.0,0.0,1.0,4944.0,3988.0,360.0,0.0,5.0,5503799.7,Basic
85795.0,3.0,1,1.0,22.0,94870.0,10.0,4.0,1990.0,0.0,1.0,8852.0,5277.0,915.0,0.0,7.0,8587486.0,Basic
64079.0,93.0,0,0.0,50.0,82368.0,7.0,8.0,2019.0,0.0,0.0,7255.0,2140.0,388.0,1.0,8.0,6412901.9,Basic
80116.0,85.0,0,1.0,14.0,43152.0,1.0,7.0,2000.0,0.0,0.0,7964.0,2348.0,402.0,1.0,8.0,8015692.0,Basic
52866.0,23.0,0,1.0,40.0,10132.0,8.0,8.0,2004.0,0.0,1.0,933.0,8316.0,384.0,0.0,4.0,5293836.4,Basic
68375.0,55.0,0,0.0,74.0,77285.0,2.0,2.0,1994.0,0.0,0.0,3854.0,960.0,168.0,1.0,1.0,6838539.4,Basic
55802.0,91.0,1,1.0,32.0,31192.0,2.0,7.0,2011.0,0.0,0.0,1112.0,1648.0,459.0,0.0,4.0,5588172.1,Basic
62117.0,80.0,0,0.0,3.0,98851.0,2.0,8.0,1995.0,1.0,0.0,5600.0,2815.0,426.0,0.0,3.0,6212439.5,Basic
50890.0,49.0,0,1.0,90.0,77927.0,2.0,4.0,2020.0,0.0,0.0,180.0,1761.0,117.0,1.0,5.0,5094287.0,Basic
44248.0,24.0,1,0.0,28.0,23716.0,4.0,4.0,2018.0,0.0,0.0,2192.0,8309.0,666.0,1.0,6.0,4431469.8,Basic
76326.0,2.0,0,0.0,83.0,87311.0,5.0,4.0,2004.0,0.0,0.0,4050.0,2048.0,248.0,0.0,0.0,7635872.4,Basic
56778.0,85.0,0,0.0,67.0,17036.0,7.0,6.0,2005.0,0.0,1.0,3260.0,3275.0,511.0,0.0,9.0,5679689.5,Basic
80225.0,100.0,0,0.0,67.0,79891.0,10.0,6.0,2002.0,1.0,1.0,656.0,971.0,932.0,1.0,6.0,8025744.2,Basic
69320.0,22.0,1,0.0,45.0,99277.0,6.0,6.0,2017.0,0.0,1.0,3636.0,6066.0,476.0,1.0,0.0,6939825.7,Basic
24962.0,41.0,0,0.0,6.0,96923.0,7.0,1.0,2014.0,1.0,0.0,1251.0,9789.0,260.0,0.0,2.0,2497425.4,Basic
91964.0,56.0,1,1.0,93.0,59790.0,1.0,7.0,2013.0,1.0,1.0,6032.0,3230.0,950.0,1.0,0.0,9209295.3,Luxury
40787.0,73.0,0,1.0,88.0,93576.0,6.0,9.0,2011.0,0.0,1.0,359.0,8099.0,107.0,1.0,4.0,4091282.1,Basic
28053.0,21.0,1,1.0,22.0,55432.0,1.0,6.0,1991.0,1.0,0.0,9531.0,2546.0,574.0,1.0,4.0,2815718.1,Luxury
90172.0,34.0,0,0.0,65.0,97450.0,6.0,2.0,1999.0,0.0,0.0,7383.0,143.0,623.0,0.0,3.0,9023549.9,Basic
816.0,7.0,0,1.0,48.0,68021.0,10.0,3.0,2003.0,0.0,0.0,3587.0,8088.0,726.0,0.0,0.0,87585.3,Basic
751.0,2.0,1,0.0,71.0,25242.0,6.0,6.0,1992.0,1.0,1.0,1252.0,7255.0,631.0,1.0,0.0,82123.2,Basic
87627.0,33.0,0,1.0,89.0,38054.0,7.0,9.0,1999.0,0.0,1.0,2149.0,2956.0,146.0,1.0,4.0,8769190.9,Basic
16786.0,93.0,1,0.0,36.0,22835.0,5.0,10.0,2007.0,0.0,0.0,802.0,5175.0,262.0,0.0,10.0,1684521.7,Basic
74832.0,60.0,1,1.0,69.0,29445.0,3.0,3.0,1992.0,0.0,1.0,3427.0,5598.0,209.0,1.0,10.0,7492714.2,Basic
12920.0,1.0,0,1.0,83.0,74001.0,3.0,9.0,2016.0,1.0,0.0,5166.0,5620.0,948.0,1.0,3.0,1305319.6,Basic
54879.0,79.0,1,0.0,6.0,77267.0,7.0,10.0,1999.0,1.0,1.0,7739.0,6621.0,818.0,1.0,2.0,5492312.9,Basic
62083.0,96.0,0,1.0,81.0,8576.0,2.0,5.0,1994.0,1.0,0.0,7667.0,4589.0,392.0,0.0,1.0,6218129.4,Basic
96814.0,90.0,0,1.0,9.0,81137.0,5.0,7.0,1999.0,1.0,0.0,2678.0,1021.0,481.0,0.0,7.0,9687090.9,Basic
38301.0,66.0,1,1.0,53.0,92838.0,8.0,8.0,2004.0,0.0,0.0,2522.0,5594.0,336.0,0.0,1.0,3841237.4,Basic
78947.0,86.0,0,0.0,94.0,77559.0,2.0,1.0,1992.0,1.0,0.0,1965.0,1912.0,698.0,0.0,6.0,7900369.2,Basic
44836.0,85.0,0,1.0,88.0,18392.0,2.0,10.0,2000.0,1.0,0.0,8687.0,3522.0,986.0,0.0,3.0,4493247.0,Basic
5488.0,56.0,1,0.0,35.0,9329.0,6.0,3.0,1992.0,0.0,1.0,6778.0,9131.0,442.0,0.0,4.0,554027.2,Basic
99886.0,83.0,1,1.0,37.0,32438.0,5.0,8.0,2003.0,0.0,0.0,4600.0,7789.0,210.0,0.0,2.0,9999687.3,Basic
57072.0,87.0,0,0.0,32.0,99233.0,2.0,6.0,2013.0,0.0,0.0,3694.0,7923.0,317.0,1.0,1.0,5710445.3,Basic
93684.0,24.0,1,0.0,35.0,94997.0,4.0,2.0,2016.0,0.0,0.0,6716.0,2267.0,291.0,1.0,8.0,9373516.6,Basic
96978.0,75.0,0,0.0,68.0,81412.0,3.0,1.0,1991.0,0.0,1.0,5754.0,8633.0,497.0,0.0,9.0,9703653.1,Basic
3624.0,80.0,1,0.0,1.0,27310.0,4.0,4.0,1999.0,0.0,0.0,7887.0,9074.0,702.0,0.0,3.0,365077.9,Basic
78000.0,50.0,0,0.0,25.0,97713.0,8.0,5.0,2000.0,1.0,0.0,6386.0,9085.0,978.0,0.0,6.0,7801225.0,Basic
25972.0,7.0,1,1.0,98.0,81846.0,10.0,8.0,1996.0,1.0,0.0,5998.0,3426.0,815.0,1.0,4.0,2605855.6,Luxury
93922.0,54.0,0,1.0,89.0,94304.0,9.0,8.0,2011.0,0.0,1.0,9492.0,8282.0,998.0,0.0,3.0,9403863.1,Basic
61039.0,27.0,1,1.0,69.0,7161.0,6.0,1.0,1995.0,0.0,0.0,4909.0,3150.0,666.0,1.0,6.0,6114260.5,Basic
84404.0,70.0,1,1.0,98.0,70976.0,2.0,8.0,2001.0,0.0,0.0,9795.0,3149.0,325.0,1.0,2.0,8456155.1,Basic
73622.0,7.0,1,0.0,54.0,2527.0,3.0,1.0,2020.0,1.0,0.0,4412.0,3603.0,417.0,0.0,9.0,7365758.0,Basic
81012.0,92.0,1,0.0,7.0,92589.0,4.0,3.0,2012.0,0.0,0.0,6946.0,4122.0,585.0,1.0,7.0,8104126.2,Basic
73687.0,25.0,1,1.0,49.0,8902.0,4.0,3.0,2001.0,0.0,0.0,7113.0,646.0,181.0,1.0,2.0,7376903.1,Basic
93952.0,63.0,1,1.0,10.0,97260.0,8.0,2.0,2015.0,1.0,1.0,8302.0,4408.0,910.0,0.0,2.0,9403674.5,Luxury
82120.0,77.0,0,1.0,62.0,54858.0,7.0,1.0,2001.0,1.0,0.0,9335.0,9216.0,170.0,1.0,10.0,8216635.1,Basic
2351.0,69.0,1,0.0,51.0,68180.0,7.0,1.0,2018.0,0.0,0.0,4104.0,4728.0,723.0,0.0,8.0,239411.8,Basic
38132.0,73.0,1,0.0,16.0,59938.0,6.0,2.0,1996.0,0.0,1.0,7592.0,4645.0,112.0,0.0,3.0,3818556.6,Basic
42808.0,33.0,1,1.0,67.0,32715.0,10.0,2.0,1996.0,1.0,0.0,8536.0,3106.0,855.0,0.0,5.0,4290930.6,Luxury
70722.0,57.0,0,0.0,55.0,47565.0,9.0,7.0,2016.0,0.0,1.0,9738.0,4155.0,454.0,1.0,5.0,7076626.6,Basic
46134.0,71.0,1,1.0,23.0,44257.0,1.0,6.0,2004.0,1.0,1.0,7647.0,3828.0,666.0,1.0,8.0,4624090.4,Luxury
92044.0,60.0,0,1.0,28.0,58015.0,6.0,3.0,2001.0,0.0,1.0,4700.0,8006.0,754.0,1.0,10.0,9210929.1,Basic
12583.0,62.0,1,1.0,79.0,24355.0,3.0,5.0,2001.0,0.0,1.0,2683.0,1704.0,519.0,0.0,4.0,1267192.1,Basic
38048.0,67.0,0,0.0,74.0,61735.0,6.0,9.0,2010.0,1.0,0.0,4814.0,6717.0,346.0,0.0,5.0,3808313.0,Basic
48546.0,64.0,1,1.0,60.0,59895.0,4.0,1.0,1993.0,0.0,0.0,782.0,8106.0,547.0,1.0,3.0,4860634.3,Basic
94228.0,34.0,0,1.0,62.0,34921.0,2.0,10.0,1994.0,0.0,0.0,815.0,6389.0,836.0,0.0,6.0,9430661.4,Basic
55825.0,69.0,1,0.0,25.0,46465.0,3.0,1.0,2001.0,1.0,1.0,441.0,771.0,905.0,0.0,4.0,5585288.1,Basic
7773.0,100.0,1,1.0,85.0,25932.0,4.0,1.0,2007.0,0.0,0.0,5057.0,1317.0,391.0,0.0,8.0,792566.7,Basic
24180.0,68.0,1,0.0,93.0,72780.0,7.0,7.0,1991.0,1.0,0.0,1857.0,4612.0,463.0,0.0,8.0,2425595.1,Basic
30502.0,91.0,1,1.0,77.0,88127.0,9.0,6.0,1998.0,1.0,1.0,9151.0,9350.0,146.0,0.0,9.0,3062069.8,Luxury
30346.0,25.0,1,0.0,80.0,24880.0,9.0,5.0,2000.0,1.0,1.0,2677.0,142.0,114.0,1.0,2.0,3047721.0,Basic
20311.0,23.0,1,1.0,87.0,59363.0,10.0,1.0,2017.0,0.0,1.0,1558.0,2913.0,931.0,0.0,7.0,2039188.7,Basic
70936.0,60.0,0,0.0,21.0,37500.0,3.0,3.0,2006.0,0.0,0.0,8370.0,916.0,884.0,0.0,10.0,7094370.6,Basic
56416.0,41.0,1,1.0,99.0,29464.0,6.0,7.0,2021.0,1.0,1.0,3804.0,5895.0,243.0,0.0,6.0,5653890.1,Luxury
26073.0,59.0,0,1.0,23.0,95318.0,10.0,10.0,2006.0,0.0,0.0,1018.0,1776.0,420.0,1.0,8.0,2612190.6,Basic
79182.0,37.0,1,1.0,9.0,97339.0,4.0,3.0,1993.0,0.0,0.0,9600.0,8691.0,428.0,0.0,7.0,7922295.3,Basic
39627.0,29.0,0,0.0,44.0,50402.0,4.0,2.0,2008.0,1.0,0.0,2974.0,9263.0,982.0,0.0,6.0,3964708.8,Basic
97677.0,51.0,1,0.0,35.0,37317.0,10.0,2.0,1994.0,0.0,0.0,4887.0,5498.0,810.0,0.0,5.0,9772148.4,Basic
34013.0,84.0,1,0.0,95.0,67735.0,4.0,1.0,2014.0,0.0,1.0,7960.0,8596.0,331.0,1.0,0.0,3411660.4,Basic
55620.0,90.0,1,1.0,90.0,8078.0,3.0,6.0,2002.0,1.0,1.0,3282.0,4811.0,470.0,0.0,4.0,5573469.2,Luxury
77421.0,70.0,0,0.0,6.0,53863.0,4.0,10.0,2011.0,0.0,1.0,6219.0,7859.0,194.0,1.0,2.0,7743163.1,Basic
50844.0,99.0,0,1.0,83.0,76381.0,4.0,2.0,1995.0,1.0,1.0,7366.0,9496.0,706.0,1.0,3.0,5092707.5,Basic
94541.0,78.0,1,0.0,67.0,47070.0,1.0,4.0,2003.0,0.0,1.0,6902.0,3043.0,501.0,0.0,10.0,9460440.3,Basic
10976.0,17.0,1,1.0,77.0,97750.0,10.0,1.0,2001.0,0.0,1.0,237.0,7652.0,334.0,1.0,0.0,1108155.1,Basic
52697.0,25.0,1,0.0,60.0,13248.0,7.0,3.0,2009.0,1.0,1.0,8452.0,8433.0,133.0,1.0,9.0,5278045.9,Basic
38860.0,27.0,1,0.0,70.0,8421.0,7.0,8.0,1991.0,0.0,1.0,5171.0,8637.0,628.0,1.0,5.0,3894132.1,Basic
98501.0,66.0,1,0.0,51.0,10725.0,4.0,5.0,2002.0,1.0,1.0,2911.0,6782.0,520.0,1.0,4.0,9856475.2,Basic
49300.0,64.0,0,1.0,46.0,43266.0,7.0,9.0,2019.0,1.0,0.0,2512.0,5810.0,708.0,0.0,7.0,4936882.9,Basic
8562.0,24.0,1,0.0,33.0,40368.0,2.0,3.0,2015.0,0.0,1.0,5275.0,5429.0,755.0,0.0,5.0,860330.5,Basic
51585.0,70.0,0,1.0,8.0,89259.0,8.0,7.0,2010.0,0.0,1.0,268.0,1459.0,831.0,1.0,4.0,5163838.0,Basic
55038.0,46.0,1,0.0,45.0,4930.0,7.0,3.0,2007.0,0.0,0.0,9300.0,4032.0,172.0,0.0,6.0,5510722.7,Basic
74166.0,35.0,1,1.0,16.0,55843.0,7.0,2.0,1990.0,0.0,0.0,6208.0,6948.0,116.0,1.0,9.0,7423668.0,Basic
43885.0,69.0,1,0.0,3.0,76257.0,2.0,7.0,2010.0,0.0,0.0,3497.0,5519.0,424.0,1.0,6.0,4393918.0,Basic
55391.0,27.0,0,1.0,7.0,82603.0,4.0,1.0,1991.0,0.0,1.0,566.0,2845.0,777.0,0.0,2.0,5544879.1,Basic
9551.0,27.0,0,0.0,33.0,66242.0,4.0,1.0,1992.0,1.0,1.0,3816.0,4685.0,591.0,0.0,6.0,956658.2,Basic
17655.0,55.0,0,0.0,58.0,50837.0,8.0,1.0,2012.0,1.0,0.0,4895.0,8842.0,297.0,0.0,7.0,1769201.2,Basic
28743.0,30.0,1,0.0,49.0,51660.0,2.0,4.0,2000.0,0.0,1.0,2192.0,9484.0,989.0,0.0,6.0,2881705.0,Basic
12744.0,56.0,1,0.0,4.0,80733.0,8.0,3.0,2016.0,1.0,0.0,1453.0,1325.0,713.0,0.0,1.0,1279063.6,Basic
34109.0,36.0,0,1.0,19.0,62507.0,8.0,8.0,2003.0,1.0,0.0,5930.0,7817.0,628.0,0.0,7.0,3416596.3,Basic
55971.0,94.0,0,0.0,30.0,90769.0,6.0,10.0,2001.0,0.0,1.0,4596.0,5164.0,284.0,0.0,3.0,5600410.1,Basic
8163.0,17.0,0,1.0,45.0,96977.0,2.0,7.0,1992.0,1.0,0.0,5815.0,5817.0,948.0,0.0,7.0,825054.2,Basic
4463.0,93.0,0,1.0,39.0,95940.0,3.0,2.0,2012.0,0.0,1.0,7372.0,2442.0,578.0,1.0,2.0,453762.2,Basic
51890.0,85.0,1,1.0,37.0,23002.0,7.0,8.0,2020.0,0.0,1.0,9905.0,8229.0,442.0,0.0,3.0,5194644.0,Basic
88616.0,92.0,0,1.0,37.0,76142.0,3.0,1.0,1999.0,1.0,1.0,8685.0,9638.0,382.0,1.0,0.0,8868266.9,Basic
61104.0,88.0,1,1.0,51.0,34414.0,8.0,4.0,1997.0,0.0,1.0,1649.0,5126.0,144.0,1.0,9.0,6124108.7,Basic
31832.0,90.0,1,1.0,85.0,58945.0,8.0,1.0,2003.0,0.0,1.0,706.0,5541.0,266.0,0.0,2.0,3193411.3,Basic
12683.0,92.0,1,1.0,7.0,63157.0,10.0,1.0,2019.0,1.0,0.0,1409.0,7849.0,950.0,0.0,9.0,1275226.9,Luxury
37375.0,13.0,1,0.0,66.0,31734.0,1.0,2.0,2015.0,0.0,1.0,6681.0,4975.0,881.0,1.0,1.0,3745925.5,Basic
10310.0,85.0,1,0.0,93.0,95796.0,2.0,9.0,2016.0,1.0,0.0,6055.0,4822.0,434.0,1.0,6.0,1041341.6,Basic
38300.0,27.0,0,0.0,8.0,61055.0,1.0,5.0,2005.0,1.0,1.0,2464.0,1357.0,463.0,1.0,10.0,3831178.5,Basic
91524.0,23.0,1,1.0,43.0,55089.0,2.0,5.0,1998.0,1.0,1.0,4642.0,5648.0,945.0,0.0,5.0,9160076.8,Luxury
41155.0,9.0,1,0.0,51.0,34414.0,9.0,5.0,2012.0,1.0,1.0,1335.0,6035.0,671.0,0.0,9.0,4121258.2,Basic
97732.0,45.0,0,0.0,19.0,33643.0,3.0,7.0,2014.0,0.0,1.0,4115.0,4663.0,735.0,0.0,1.0,9774150.4,Basic
5431.0,15.0,1,1.0,13.0,70120.0,9.0,2.0,2011.0,0.0,1.0,9049.0,9409.0,470.0,1.0,5.0,548835.1,Basic
97452.0,83.0,1,1.0,54.0,29279.0,10.0,1.0,1992.0,0.0,1.0,9092.0,321.0,419.0,0.0,7.0,9751753.2,Basic
88935.0,70.0,1,1.0,28.0,41025.0,4.0,5.0,2002.0,1.0,1.0,5359.0,5273.0,680.0,0.0,4.0,8903298.2,Luxury
61243.0,58.0,0,1.0,75.0,16033.0,9.0,10.0,1993.0,1.0,1.0,9318.0,1915.0,362.0,0.0,5.0,6132501.3,Basic
41367.0,6.0,1,1.0,37.0,48619.0,2.0,10.0,1994.0,1.0,1.0,9966.0,295.0,628.0,1.0,1.0,4147892.4,Luxury
95269.0,87.0,0,0.0,44.0,9922.0,6.0,8.0,2018.0,0.0,1.0,9071.0,692.0,755.0,0.0,2.0,9529625.8,Basic
6501.0,53.0,1,1.0,39.0,90665.0,9.0,6.0,1991.0,1.0,0.0,7598.0,6605.0,297.0,1.0,3.0,658653.1,Luxury
44229.0,65.0,1,0.0,39.0,53261.0,9.0,3.0,1993.0,1.0,1.0,9789.0,1111.0,230.0,0.0,4.0,4429834.3,Basic
10745.0,86.0,1,0.0,14.0,42903.0,9.0,4.0,1995.0,1.0,1.0,8212.0,4181.0,338.0,0.0,9.0,1080749.5,Basic
33647.0,9.0,0,1.0,78.0,66529.0,2.0,5.0,2020.0,0.0,1.0,6228.0,6742.0,700.0,1.0,5.0,3373938.0,Basic
35930.0,95.0,0,1.0,27.0,69358.0,10.0,3.0,2012.0,1.0,0.0,4611.0,4419.0,470.0,0.0,0.0,3598810.2,Basic
37961.0,67.0,1,0.0,85.0,17385.0,8.0,2.0,2011.0,1.0,1.0,2733.0,9597.0,170.0,0.0,5.0,3806007.1,Basic
40639.0,27.0,1,1.0,42.0,90011.0,1.0,10.0,2013.0,0.0,1.0,6672.0,8636.0,546.0,1.0,2.0,4074524.3,Basic
18866.0,49.0,0,0.0,44.0,27503.0,10.0,1.0,1998.0,0.0,1.0,1059.0,3462.0,720.0,0.0,8.0,1890711.8,Basic
69101.0,90.0,1,0.0,2.0,94023.0,1.0,7.0,2017.0,0.0,1.0,9455.0,9104.0,506.0,1.0,6.0,6914075.7,Basic
94109.0,72.0,0,1.0,83.0,91579.0,8.0,2.0,2014.0,0.0,0.0,8095.0,6127.0,227.0,0.0,1.0,9417855.4,Basic
43366.0,59.0,1,1.0,44.0,97346.0,5.0,1.0,2015.0,0.0,1.0,6043.0,8396.0,729.0,0.0,0.0,4346233.5,Basic
85181.0,4.0,0,1.0,98.0,5079.0,4.0,6.0,2020.0,0.0,0.0,9945.0,9629.0,574.0,0.0,6.0,8530230.0,Basic
51340.0,5.0,0,0.0,73.0,18912.0,3.0,2.0,1999.0,0.0,0.0,9791.0,1480.0,711.0,1.0,6.0,5138145.9,Basic
48870.0,22.0,0,1.0,69.0,79514.0,5.0,2.0,2013.0,1.0,0.0,772.0,2267.0,413.0,0.0,10.0,4894474.3,Basic
2167.0,98.0,1,0.0,93.0,18817.0,5.0,8.0,1990.0,1.0,1.0,1100.0,8532.0,676.0,1.0,4.0,226782.0,Basic
88926.0,38.0,0,0.0,23.0,50635.0,8.0,5.0,2012.0,1.0,1.0,7979.0,4141.0,109.0,0.0,6.0,8893969.2,Basic
65472.0,69.0,0,1.0,5.0,79820.0,1.0,9.0,2001.0,1.0,0.0,7004.0,2403.0,283.0,0.0,8.0,6549900.1,Basic
60060.0,58.0,0,0.0,60.0,66832.0,5.0,3.0,2010.0,0.0,0.0,2016.0,7986.0,707.0,0.0,10.0,6010411.0,Basic
43295.0,34.0,0,1.0,22.0,16909.0,4.0,9.0,1995.0,1.0,0.0,1676.0,8216.0,643.0,1.0,5.0,4335970.5,Basic
65322.0,5.0,1,0.0,94.0,43077.0,9.0,3.0,2010.0,0.0,1.0,9337.0,8715.0,806.0,1.0,6.0,6537327.0,Basic
43084.0,5.0,1,0.0,27.0,33540.0,9.0,10.0,2018.0,0.0,1.0,7387.0,8377.0,388.0,0.0,1.0,4312866.8,Basic
51419.0,68.0,0,0.0,92.0,718.0,7.0,10.0,2014.0,1.0,1.0,4990.0,8644.0,924.0,1.0,8.0,5145979.4,Basic
31464.0,21.0,1,0.0,21.0,25723.0,1.0,10.0,1992.0,0.0,0.0,28.0,343.0,497.0,1.0,1.0,3148466.2,Basic
9503.0,12.0,1,0.0,8.0,14276.0,8.0,4.0,2016.0,0.0,1.0,8790.0,633.0,603.0,1.0,2.0,955903.6,Basic
